freq,power
0.0,3.751385167417634e-14
0.02631578947368421,6.202519066850044
0.05263157894736842,2.9884628513873146
0.07894736842105263,3.3434528143719424
0.10526315789473684,1.6565392775547154
0.13157894736842105,8.926487407321536
0.15789473684210525,1.5487887323600509
0.18421052631578946,9.174104555226942
0.21052631578947367,7.285886344415475
0.23684210526315788,8.050678920701722
0.2631578947368421,11.115592689366235
0.2894736842105263,2.2532868620596376
0.3157894736842105,3.6863464783285593
0.3421052631578947,2.9385360067415043
0.3684210526315789,3.4574644184935996
0.39473684210526316,7.486330361365904
0.42105263157894735,1.1928579892030584
0.4473684210526315,9.071253969357832
0.47368421052631576,7.199561829921774
0.0,1.689633757854059e-14
0.018867924528301886,0.506030345109057
0.03773584905660377,4.316393954784822
0.05660377358490566,6.402429830090134
0.07547169811320754,5.285387199273997
0.09433962264150943,6.675646626826738
0.11320754716981132,7.799105156454049
0.1320754716981132,6.800889316443538
0.1509433962264151,9.76147250704224
0.16981132075471697,6.222334797767356
0.18867924528301885,7.378031643284529
0.20754716981132074,2.398469500909342
0.22641509433962265,1.638881135173117
0.24528301886792453,7.03332341779253
0.2641509433962264,11.593891056730616
0.2830188679245283,10.10985498731423
0.3018867924528302,4.795461839434242
0.32075471698113206,10.267649135101568
0.33962264150943394,9.276595963485821
0.3584905660377358,2.216047056158304
0.3773584905660377,3.642205321393525
0.3962264150943396,3.8654787359919
0.4150943396226415,9.562660614239672
0.43396226415094336,5.607411938689405
0.4528301886792453,7.7903891815682496
0.4716981132075472,8.181743104508612
0.49056603773584906,13.562872095589608
0.0,1.694608813860634e-14
0.018867924528301886,2.7370478856912337
0.03773584905660377,9.011946567276881
0.05660377358490566,0.5996041920400788
0.07547169811320754,5.29864887887436
0.09433962264150943,9.02461418993586
0.11320754716981132,5.437505170184555
0.1320754716981132,9.09225377401214
0.1509433962264151,2.2971511396956155
0.16981132075471697,3.738630056587091
0.18867924528301885,11.166713768705852
0.20754716981132074,4.759015288259467
0.22641509433962265,7.01828513139596
0.24528301886792453,8.117990698806716
0.2641509433962264,12.050480200345945
0.2830188679245283,6.580734272328926
0.3018867924528302,4.694507098638807
0.32075471698113206,4.9564173230858515
0.33962264150943394,6.192215439740614
0.3584905660377358,5.363840731569704
0.3773584905660377,6.319078316739832
0.3962264150943396,7.061940702710693
0.4150943396226415,14.679869473211976
0.43396226415094336,6.355194767389414
0.4528301886792453,10.1151823891433
0.4716981132075472,0.6589177616283715
0.49056603773584906,7.825476432636033
0.0,2.545842324831359e-14
0.01818181818181818,1.0641269893232508
0.03636363636363636,1.7876370049177945
0.05454545454545454,2.9877232536318568
0.07272727272727272,5.340264947570597
0.09090909090909091,6.774606032657761
0.10909090909090909,7.491197135813877
0.12727272727272726,4.172644195558451
0.14545454545454545,4.0541746237798515
0.16363636363636364,5.878929621301513
